x_values,total_1,total_2,total_3
11402,12881,6827,11992
11403,12889,6829,11988
11404,12891,6831,11989
11405,12896,6828,11985
11406,12903,6823,11986
11407,12904,6822,11985
11408,12899,6828,11987
11409,12900,6825,11990
11410,12908,6825,11995
11411,12908,6827,12000
11412,12902,6826,12004
11413,12899,6831,12011
11414,12896,6834,12016
11415,12901,6834,12016
11416,12896,6839,12014
11417,12897,6845,12009
11418,12898,6846,12007
11419,12904,6849,12010
11420,12901,6854,12013
11421,12906,6856,12014
11422,12908,6861,12013
11423,12905,6860,12012
11424,12900,6860,12011
11425,12899,6858,12013
11426,12902,6854,12008
11427,12906,6859,12009
11428,12913,6855,12009
11429,12909,6860,12005
11430,12906,6855,12002
11431,12901,6850,11999
11432,12905,6848,11996
11433,12910,6847,11991
11434,12906,6846,11990
11435,12901,6852,11989
11436,12905,6850,11994
11437,12910,6845,11989
11438,12912,6840,11988
11439,12908,6844,11985
11440,12905,6840,11991
11441,12908,6844,11986
11442,12904,6841,11984
11443,12905,6847,11980
11444,12911,6849,11982
11445,12911,6854,11978
11446,12913,6852,11981
11447,12921,6850,11978
11448,12922,6849,11977
11449,12916,6847,11974
11450,12913,6852,11970
11451,12913,6857,11966
11452,12914,6862,11969
11453,12918,6857,11973
11454,12920,6863,11978
11455,12922,6864,11979
11456,12924,6862,11986
11457,12929,6861,11993
11458,12927,6860,11990
11459,12927,6858,11985
11460,12922,6864,11988
11461,12919,6867,11984
11462,12925,6862,11979
11463,12929,6866,11976
11464,12932,6871,11983
11465,12926,6866,11979
11466,12924,6868,11977
11467,12924,6871,11979
11468,12927,6873,11984
11469,12929,6868,11985
11470,12923,6865,11985
11471,12926,6862,11988
11472,12927,6863,11989
11473,12929,6865,11992
11474,12937,6864,11994
11475,12936,6868,11993
11476,12944,6869,11999
11477,12945,6866,11994
11478,12951,6872,11999
11479,12957,6868,12004
11480,12965,6868,12003
11481,12961,6867,12004
11482,12958,6872,12003
11483,12955,6871,12009
11484,12959,6872,12013
11485,12955,6876,12017
11486,12949,6874,12019
11487,12957,6873,12018
11488,12963,6876,12022
11489,12967,6875,12022
11490,12967,6875,12017
11491,12968,6879,12021
11492,12970,6880,12018
11493,12971,6886,12017
11494,12977,6892,12015
11495,12975,6894,12010
11496,12976,6896,12008
11497,12980,6896,12011
11498,12974,6894,12014
11499,12980,6893,12018
11500,12980,6892,12016
11501,12983,6894,12017
11502,12983,6895,12023
11503,12991,6890,12027
11504,12992,6885,12034
11505,13000,6886,12035
11506,12996,6887,12042
11507,13001,6890,12037
11508,12999,6890,12036
11509,13001,6895,12043
11510,13000,6890,12040
11511,12996,6888,12040
11512,13001,6885,12035
11513,12995,6885,12039
11514,12996,6882,12042
11515,12995,6877,12047
11516,13000,6883,12048
11517,13006,6878,12044
11518,13003,6883,12050
11519,13006,6884,12053
11520,13012,6882,12050
11521,13012,6882,12047
11522,13015,6886,12047
11523,13023,6885,12051
11524,13028,6891,12048
11525,13024,6893,12054
11526,13023,6898,12059
11527,13028,6897,12065
11528,13028,6896,12062
11529,13027,6901,12063
11530,13035,6902,12059
11531,13029,6899,12066
11532,13027,6902,12065
11533,13033,6907,12069
11534,13029,6909,12075
11535,13025,6913,12076
11536,13024,6916,12080
11537,13019,6915,12077
11538,13015,6920,12074
11539,13023,6923,12072
11540,13025,6927,12078
11541,13031,6929,12075
11542,13039,6931,12077
11543,13045,6931,12081
11544,13046,6932,12088
11545,13053,6928,12086
11546,13061,6932,12081
11547,13062,6935,12085
11548,13063,6930,12091
11549,13060,6931,12094
11550,13062,6928,12096
11551,13067,6925,12094
11552,13071,6923,12098
11553,13066,6926,12095
11554,13063,6925,12099
11555,13069,6920,12101
11556,13072,6917,12099
11557,13072,6913,12106
11558,13078,6913,12108
11559,13082,6918,12115
11560,13077,6915,12116
11561,13083,6911,12113
11562,13086,6915,12110
11563,13084,6912,12110
11564,13083,6914,12115
11565,13080,6913,12115
11566,13087,6916,12116
11567,13093,6911,12122
11568,13093,6906,12128
11569,13088,6909,12129
11570,13090,6914,12136
11571,13096,6915,12139
11572,13094,6918,12137
11573,13098,6917,12132
11574,13099,6913,12128
11575,13101,6909,12134
11576,13101,6914,12132
11577,13107,6917,12128
11578,13103,6916,12132
11579,13101,6916,12135
11580,13105,6920,12141
11581,13113,6922,12137
11582,13111,6920,12143
11583,13112,6917,12145
11584,13114,6917,12147
11585,13119,6918,12154
11586,13117,6918,12158
11587,13117,6924,12165
11588,13118,6927,12169
11589,13117,6931,12176
11590,13119,6932,12175
11591,13127,6927,12181
11592,13127,6932,12177
11593,13129,6937,12183
11594,13136,6934,12180
11595,13142,6937,12183
11596,13140,6932,12189
11597,13135,6930,12196
11598,13135,6927,12194
11599,13129,6933,12201
11600,13135,6939,12200
11601,13139,6944,12203
11602,13141,6940,12201
11603,13140,6942,12204
11604,13140,6946,12200
11605,13148,6949,12202
11606,13146,6944,12201
11607,13144,6942,12206
11608,13149,6944,12206
11609,13151,6939,12211
11610,13153,6939,12217
11611,13151,6945,12214
11612,13158,6944,12221
11613,13159,6949,12216
11614,13156,6946,12211
11615,13157,6941,12206
11616,13157,6941,12202
11617,13157,6940,12197
11618,13151,6935,12202
11619,13157,6938,12206
11620,13161,6935,12206
11621,13165,6937,12203
11622,13163,6933,12202
11623,13160,6936,12209
11624,13165,6939,12208
11625,13169,6938,12212
11626,13169,6936,12215
11627,13164,6935,12221
11628,13163,6938,12219
11629,13170,6941,12226
11630,13168,6939,12221
11631,13174,6936,12225
11632,13176,6935,12232
11633,13181,6939,12236
11634,13186,6937,12231
11635,13181,6939,12231
11636,13179,6942,12229
11637,13179,6943,12227
11638,13184,6947,12231
11639,13190,6947,12230
11640,13190,6953,12232
11641,13190,6957,12235
11642,13194,6960,12233
11643,13188,6965,12239
11644,13196,6968,12238
11645,13195,6973,12234
11646,13196,6971,12239
11647,13201,6973,12238
11648,13203,6971,12236
11649,13201,6966,12236
11650,13199,6961,12243
11651,13195,6965,12240
11652,13196,6963,12241
11653,13201,6959,12244
11654,13209,6959,12244
11655,13209,6962,12251
11656,13214,6967,12247
11657,13210,6972,12253
11658,13217,6968,12249
11659,13219,6966,12247
11660,13227,6962,12249
11661,13230,6957,12256
11662,13237,6959,12251
11663,13235,6956,12250
11664,13239,6956,12252
11665,13241,6958,12248
11666,13240,6955,12251
11667,13243,6960,12248
11668,13247,6955,12243
11669,13252,6958,12240
11670,13260,6960,12237
11671,13259,6955,12234
11672,13266,6959,12232
11673,13267,6955,12230
11674,13263,6955,12234
11675,13266,6956,12241
11676,13273,6962,12238
11677,13267,6962,12243
11678,13273,6962,12242
11679,13272,6963,12242
11680,13275,6965,12238
11681,13275,6968,12235
11682,13280,6968,12235
11683,13281,6966,12231
11684,13275,6963,12232
11685,13280,6966,12236
11686,13275,6964,12241
11687,13274,6968,12240
11688,13277,6966,12237
11689,13275,6968,12240
11690,13273,6963,12245
11691,13279,6965,12247
11692,13282,6971,12252
11693,13282,6973,12249
11694,13276,6969,12248
11695,13274,6973,12254
11696,13277,6969,12253
11697,13282,6968,12258
11698,13278,6974,12258
11699,13281,6977,12256
11700,13280,6983,12253
11701,13278,6988,12256
11702,13284,6985,12257
11703,13292,6982,12259
11704,13289,6988,12264
11705,13288,6984,12261
11706,13290,6989,12261
11707,13285,6987,12262
11708,13290,6982,12266
11709,13293,6985,12269
11710,13295,6987,12274
11711,13299,6992,12271
11712,13303,6990,12278
11713,13299,6992,12279
11714,13298,6991,12279
11715,13305,6996,12285
11716,13306,6995,12290
11717,13309,6990,12297
11718,13317,6992,12303
11719,13318,6998,12309
11720,13326,6995,12316
11721,13328,6997,12311
11722,13336,6996,12308
11723,13332,6993,12314
11724,13330,6989,12317
11725,13324,6995,12313
11726,13318,6993,12316
11727,13318,6991,12313
11728,13320,6993,12312
11729,13327,6997,12314
11730,13334,6993,12309
11731,13338,6988,12309
11732,13333,6989,12305
11733,13333,6989,12309
11734,13330,6991,12307
11735,13332,6988,12310
11736,13336,6983,12311
11737,13330,6982,12316
11738,13334,6980,12316
11739,13334,6976,12311
11740,13338,6979,12306
11741,13341,6975,12306
11742,13344,6973,12306
11743,13340,6973,12309
11744,13346,6968,12307
11745,13347,6969,12304
11746,13351,6966,12310
11747,13353,6967,12316
11748,13351,6966,12316
11749,13352,6963,12315
11750,13346,6968,12321
11751,13341,6974,12328
11752,13338,6976,12323
11753,13344,6981,12330
11754,13349,6979,12326
11755,13345,6979,12328
11756,13350,6975,12326
11757,13352,6981,12324
11758,13360,6977,12329
11759,13363,6973,12326
11760,13359,6974,12330
11761,13358,6969,12331
11762,13364,6972,12329
11763,13361,6971,12324
11764,13362,6975,12319
11765,13360,6981,12324
11766,13358,6983,12329
11767,13361,6986,12334
11768,13357,6981,12335
11769,13352,6982,12342
11770,13353,6978,12345
11771,13349,6977,12340
11772,13346,6974,12347
11773,13340,6973,12349
11774,13347,6979,12356
11775,13348,6976,12360
11776,13353,6977,12366
11777,13353,6981,12361
11778,13352,6987,12365
11779,13360,6984,12367
11780,13367,6984,12365
11781,13367,6986,12360
11782,13364,6981,12356
11783,13369,6978,12359
11784,13376,6983,12360
11785,13377,6988,12357
11786,13385,6990,12362
11787,13380,6992,12363
11788,13377,6996,12363
11789,13380,6993,12362
11790,13386,6989,12364
11791,13390,6990,12370
11792,13384,6989,12375
11793,13382,6988,12371
11794,13389,6983,12375
11795,13390,6985,12378
11796,13394,6988,12377
11797,13393,6989,12377
11798,13397,6992,12380
11799,13393,6996,12381
11800,13387,7002,12377
11801,13384,7005,12372
11802,13386,7004,12368
11803,13393,7004,12373
11804,13397,7009,12377
11805,13397,7011,12380
11806,13391,7012,12386
11807,13390,7011,12392
11808,13386,7008,12393
11809,13384,7010,12392
11810,13387,7011,12389
11811,13394,7006,12393
11812,13400,7009,12397
11813,13400,7015,12394
11814,13408,7015,12390
11815,13416,7014,12390
11816,13415,7018,12387
11817,13419,7017,12389
11818,13416,7018,12393
11819,13413,7016,12390
11820,13414,7016,12397
11821,13415,7021,12392
11822,13420,7026,12395
11823,13422,7022,12395
11824,13419,7025,12392
11825,13413,7028,12388
11826,13414,7024,12393
11827,13412,7023,12399
11828,13409,7022,12401
11829,13413,7020,12398
11830,13417,7026,12400
11831,13411,7028,12405
11832,13413,7023,12409
11833,13416,7026,12415
11834,13414,7028,12421
11835,13417,7025,12422
11836,13412,7023,12427
11837,13417,7025,12428
11838,13423,7026,12426
11839,13418,7031,12429
11840,13416,7026,12425
11841,13413,7022,12420
11842,13412,7017,12418
11843,13410,7017,12423
11844,13405,7018,12427
11845,13399,7014,12427
11846,13398,7020,12425
11847,13398,7026,12428
11848,13398,7027,12432
11849,13404,7031,12435
11850,13400,7036,12436
11851,13402,7038,12439
11852,13409,7044,12440
11853,13409,7042,12440
11854,13410,7046,12440
11855,13417,7051,12445
11856,13420,7055,12449
11857,13420,7058,12452
11858,13414,7057,12456
11859,13414,7053,12451
11860,13414,7048,12447
11861,13420,7044,12454
11862,13422,7042,12453
11863,13426,7042,12458
11864,13434,7046,12458
11865,13436,7045,12465
11866,13431,7046,12469
11867,13433,7045,12465
11868,13432,7051,12461
11869,13427,7047,12464
11870,13430,7043,12460
11871,13428,7038,12460
11872,13426,7037,12460
11873,13427,7033,12459
11874,13434,7030,12464
11875,13442,7036,12461
11876,13444,7031,12456
11877,13450,7035,12460
11878,13447,7031,12466
11879,13450,7031,12466
11880,13455,7030,12473
11881,13451,7029,12472
11882,13459,7030,12467
11883,13465,7034,12462
11884,13466,7035,12469
11885,13474,7041,12473
11886,13474,7043,12479
11887,13480,7041,12474
11888,13481,7044,12477
11889,13482,7042,12483
11890,13484,7046,12482
11891,13486,7049,12489
11892,13481,7047,12488
11893,13489,7053,12483
11894,13483,7057,12480
11895,13489,7061,12485
11896,13486,7059,12488
11897,13481,7059,12486
11898,13489,7061,12482
11899,13484,7066,12485
11900,13480,7068,12489
11901,13476,7073,12495
11902,13477,7073,12502
11903,13479,7071,12506
11904,13475,7066,12508
11905,13479,7063,12512
11906,13486,7065,12518
11907,13487,7068,12518
11908,13484,7067,12517
11909,13488,7062,12522
11910,13496,7063,12517
11911,13497,7061,12523
11912,13492,7058,12527
11913,13500,7056,12530
11914,13508,7056,12528
11915,13503,7053,12530
11916,13498,7058,12534
11917,13492,7059,12537
11918,13499,7056,12533
11919,13500,7062,12536
11920,13497,7065,12535
11921,13492,7070,12533
11922,13496,7065,12528
11923,13504,7060,12526
11924,13502,7064,12528
11925,13505,7066,12525
11926,13508,7061,12525
11927,13507,7056,12530
11928,13514,7062,12529
11929,13513,7067,12532
11930,13508,7071,12530
11931,13507,7069,12534
11932,13512,7064,12535
11933,13516,7062,12532
11934,13511,7059,12533
11935,13505,7062,12533
11936,13506,7063,12532
11937,13501,7059,12538
11938,13502,7055,12538
11939,13510,7052,12544
11940,13509,7056,12540
11941,13512,7062,12547
11942,13517,7062,12550
11943,13515,7063,12545
11944,13522,7066,12540
11945,13528,7061,12538
11946,13530,7057,12538
11947,13535,7059,12544
11948,13531,7060,12551
11949,13528,7059,12549
11950,13536,7062,12555
11951,13530,7059,12552
11952,13532,7057,12553
11953,13527,7056,12552
11954,13525,7053,12548
11955,13531,7050,12547
11956,13526,7051,12552
11957,13524,7051,12554
11958,13519,7056,12553
11959,13522,7059,12548
11960,13520,7055,12552
11961,13516,7050,12558
11962,13511,7052,12559
11963,13511,7047,12563
11964,13508,7051,12568
11965,13511,7056,12574
11966,13505,7058,12580
11967,13503,7060,12578
11968,13497,7060,12575
11969,13497,7064,12573
11970,13504,7065,12575
11971,13502,7069,12570
11972,13500,7071,12576
11973,13498,7073,12573
11974,13493,7075,12577
11975,13500,7080,12577
11976,13506,7080,12583
11977,13501,7079,12579
11978,13502,7083,12574
11979,13508,7085,12577
11980,13512,7088,12574
11981,13511,7091,12570
11982,13510,7090,12570
11983,13516,7096,12566
11984,13521,7093,12572
11985,13520,7088,12571
11986,13517,7091,12567
11987,13522,7094,12572
11988,13528,7100,12569
11989,13535,7096,12569
11990,13541,7092,12567
11991,13543,7092,12566
11992,13549,7094,12563
11993,13544,7095,12570
11994,13539,7092,12566
11995,13546,7087,12563
11996,13552,7082,12562
11997,13554,7085,12563
11998,13554,7088,12561
11999,13550,7090,12568
12000,13548,7087,12568
12001,13556,7089,12566
12002,13563,7095,12569
12003,13566,7092,12567
12004,13560,7097,12566
12005,13568,7095,12566
12006,13567,7097,12570
12007,13572,7099,12573
12008,13570,7103,12574
12009,13571,7107,12574
12010,13577,7107,12578
12011,13574,7111,12573
12012,13578,7114,12580
12013,13579,7116,12586
12014,13587,7113,12590
12015,13586,7118,12591
12016,13583,7116,12597
12017,13581,7117,12603
12018,13581,7119,12598
12019,13587,7116,12602
12020,13594,7117,12608
12021,13589,7119,12612
12022,13593,7125,12607
12023,13594,7128,12608
12024,13598,7134,12609
12025,13606,7130,12614
12026,13612,7127,12618
12027,13614,7131,12615
12028,13610,7131,12614
12029,13604,7131,12619
12030,13598,7133,12614
12031,13597,7128,12621
12032,13598,7132,12626
12033,13602,7133,12625
12034,13599,7133,12620
12035,13597,7139,12615
12036,13603,7135,12618
12037,13608,7134,12615
12038,13609,7134,12619
12039,13610,7135,12624
12040,13615,7130,12626
12041,13617,7127,12630
12042,13612,7126,12636
12043,13609,7122,12631
12044,13611,7126,12636
12045,13614,7132,12637
12046,13613,7134,12633
12047,13608,7134,12629
12048,13615,7138,12626
12049,13623,7138,12626
12050,13617,7144,12633
12051,13612,7146,12640
12052,13616,7145,12636
12053,13611,7150,12636
12054,13605,7154,12638
12055,13601,7152,12634
12056,13602,7156,12636
12057,13605,7162,12634
12058,13609,7158,12631
12059,13616,7161,12626
12060,13621,7157,12633
12061,13628,7163,12632
12062,13634,7158,12636
12063,13638,7158,12640
12064,13636,7162,12643
12065,13643,7168,12650
12066,13643,7168,12650
12067,13650,7168,12655
12068,13645,7170,12651
12069,13643,7170,12650
12070,13641,7170,12649
12071,13642,7169,12645
12072,13636,7165,12651
12073,13640,7168,12653
12074,13634,7174,12660
12075,13633,7173,12659
12076,13629,7178,12662
12077,13629,7181,12669
12078,13631,7183,12664
12079,13629,7181,12666
12080,13625,7183,12670
12081,13629,7186,12668
12082,13634,7184,12668
12083,13629,7182,12666
12084,13636,7181,12667
12085,13631,7176,12674
12086,13632,7172,12673
12087,13638,7178,12679
12088,13634,7181,12675
12089,13628,7183,12680
12090,13636,7180,12687
12091,13642,7179,12686
12092,13648,7185,12686
12093,13654,7188,12688
12094,13657,7191,12689
12095,13658,7195,12692
12096,13661,7195,12694
12097,13658,7200,12698
12098,13655,7197,12702
12099,13661,7198,12698
12100,13660,7201,12701
12101,13665,7198,12703
12102,13665,7197,12699
12103,13673,7196,12696
12104,13681,7202,12692
12105,13687,7198,12691
12106,13687,7195,12697
12107,13682,7196,12695
12108,13684,7192,12694
12109,13684,7188,12694
12110,13689,7194,12700
12111,13685,7195,12705
12112,13690,7199,12709
12113,13694,7196,12705
12114,13694,7193,12707
12115,13697,7188,12714
12116,13701,7192,12710
12117,13696,7196,12715
12118,13692,7193,12717
12119,13693,7197,12723
12120,13699,7193,12723
12121,13704,7197,12719
12122,13701,7194,12725
12123,13700,7200,12732
12124,13705,7196,12736
12125,13699,7196,12732
12126,13696,7193,12731
12127,13699,7199,12727
12128,13698,7205,12732
12129,13702,7203,12734
12130,13709,7203,12739
12131,13712,7203,12736
12132,13714,7199,12733
12133,13715,7197,12738
12134,13709,7198,12742
12135,13711,7204,12747
12136,13716,7210,12743
12137,13722,7214,12740
12138,13725,7209,12739
12139,13731,7214,12744
12140,13731,7209,12749
12141,13726,7207,12751
12142,13728,7206,12754
12143,13724,7203,12753
12144,13728,7203,12752
12145,13730,7204,12757
12146,13728,7210,12757
12147,13725,7205,12762
12148,13730,7211,12759
12149,13727,7217,12754
12150,13728,7214,12756
12151,13735,7217,12752
12152,13736,7221,12758
12153,13739,7225,12754
12154,13743,7229,12757
12155,13741,7231,12759
12156,13749,7230,12762
12157,13748,7236,12757
12158,13752,7231,12756
12159,13754,7233,12752
12160,13758,7229,12748
12161,13763,7226,12744
12162,13766,7230,12747
12163,13764,7231,12749
12164,13765,7233,12752
12165,13771,7236,12751
12166,13778,7237,12746
12167,13778,7238,12753
12168,13776,7239,12756
12169,13779,7236,12759
12170,13779,7237,12756
12171,13785,7238,12759
12172,13779,7238,12759
12173,13780,7238,12757
12174,13775,7241,12759
12175,13783,7241,12756
12176,13777,7245,12760
12177,13777,7249,12760
12178,13774,7245,12755
12179,13774,7246,12761
12180,13773,7252,12763
12181,13779,7254,12767
12182,13775,7259,12771
12183,13780,7263,12767
12184,13779,7265,12771
12185,13777,7268,12768
12186,13778,7263,12772
12187,13775,7258,12776
12188,13780,7258,12783
12189,13784,7256,12784
12190,13791,7251,12781
12191,13786,7250,12787
12192,13780,7254,12784
12193,13784,7260,12788
12194,13792,7257,12790
12195,13798,7256,12789
12196,13797,7256,12787
12197,13797,7257,12794
12198,13801,7253,12789
12199,13800,7252,12791
12200,13802,7253,12787
12201,13806,7249,12787
12202,13805,7254,12794
12203,13813,7256,12794
12204,13807,7259,12790
12205,13804,7265,12796
12206,13803,7264,12800
12207,13810,7270,12797
12208,13816,7276,12802
12209,13813,7280,12800
12210,13810,7281,12804
12211,13806,7281,12801
12212,13814,7286,12801
12213,13820,7281,12808
12214,13818,7283,12805
12215,13821,7285,12804
12216,13827,7280,12803
12217,13831,7278,12800
12218,13829,7273,12797
12219,13824,7271,12799
12220,13830,7269,12802
12221,13832,7274,12802
12222,13839,7274,12799
12223,13836,7271,12800
12224,13833,7270,12796
12225,13830,7269,12796
12226,13829,7267,12800
12227,13828,7270,12803
12228,13823,7276,12807
12229,13818,7278,12812
12230,13815,7274,12810
12231,13809,7273,12817
12232,13816,7268,12816
12233,13813,7263,12820
12234,13809,7262,12819
12235,13816,7267,12826
12236,13815,7262,12829
12237,13820,7260,12831
12238,13824,7256,12835
12239,13824,7253,12831
12240,13823,7252,12826
12241,13819,7247,12828
12242,13826,7250,12826
12243,13833,7256,12827
12244,13829,7259,12829
12245,13824,7262,12831
12246,13825,7263,12837
12247,13822,7261,12836
12248,13817,7265,12837
12249,13824,7261,12843
12250,13823,7257,12842
12251,13827,7253,12843
12252,13825,7249,12844
12253,13828,7246,12842
12254,13827,7251,12842
12255,13834,7254,12842
12256,13841,7257,12838
12257,13840,7252,12839
12258,13844,7257,12840
12259,13843,7254,12841
12260,13850,7251,12844
12261,13846,7248,12850
12262,13847,7247,12846
12263,13855,7249,12848
12264,13858,7246,12845
12265,13853,7244,12845
12266,13858,7245,12847
12267,13857,7249,12846
12268,13861,7255,12848
12269,13855,7261,12854
12270,13851,7261,12849
12271,13850,7257,12846
12272,13844,7263,12846
12273,13852,7261,12845
12274,13848,7265,12844
12275,13846,7271,12841
12276,13844,7269,12848
12277,13840,7275,12847
12278,13841,7280,12842
12279,13838,7275,12847
12280,13846,7271,12846
12281,13840,7277,12843
12282,13834,7281,12841
12283,13837,7286,12848
12284,13840,7285,12854
12285,13848,7283,12853
12286,13848,7284,12854
12287,13854,7281,12851
12288,13848,7287,12846
12289,13847,7291,12853
12290,13845,7294,12852
12291,13853,7293,12856
12292,13861,7294,12858
12293,13861,7289,12865
12294,13863,7292,12868
12295,13866,7295,12874
12296,13874,7297,12877
12297,13871,7299,12873
12298,13878,7296,12878
12299,13884,7300,12879
12300,13880,7300,12881
12301,13885,7297,12882
12302,13885,7297,12889
12303,13892,7300,12896
12304,13892,7306,12901
12305,13895,7310,12902
12306,13894,7310,12908
12307,13901,7309,12915
12308,13909,7311,12919
12309,13906,7316,12925
12310,13904,7316,12925
12311,13900,7317,12923
12312,13896,7313,12918
12313,13902,7312,12921
12314,13896,7317,12924
12315,13903,7315,12924
12316,13910,7311,12925
12317,13917,7316,12920
12318,13913,7311,12918
12319,13911,7306,12921
12320,13906,7304,12927
12321,13914,7303,12934
12322,13913,7306,12933
12323,13909,7309,12931
12324,13912,7314,12929
12325,13908,7316,12930
12326,13912,7314,12933
12327,13917,7311,12935
12328,13920,7316,12934
12329,13914,7311,12937
12330,13910,7307,12941
12331,13907,7306,12939
12332,13906,7311,12941
12333,13902,7315,12936
12334,13900,7315,12932
12335,13903,7310,12937
12336,13897,7315,12942
12337,13899,7311,12937
12338,13898,7317,12936
12339,13896,7314,12935
12340,13895,7319,12930
12341,13901,7324,12927
12342,13907,7325,12931
12343,13902,7327,12927
12344,13899,7327,12934
12345,13901,7323,12938
12346,13905,7329,12943
12347,13911,7333,12944
12348,13911,7335,12947
12349,13915,7336,12950
12350,13920,7342,12956
12351,13914,7338,12957
12352,13915,7343,12953
12353,13920,7344,12954
12354,13923,7339,12954
12355,13929,7340,12960
12356,13928,7335,12964
12357,13928,7330,12960
12358,13923,7335,12965
12359,13929,7333,12971
12360,13924,7328,12967
12361,13928,7331,12970
12362,13928,7331,12973
12363,13931,7336,12974
12364,13925,7336,12973
12365,13931,7337,12978
12366,13933,7338,12977
12367,13927,7338,12980
12368,13931,7344,12987
12369,13933,7345,12994
12370,13931,7351,12995
12371,13936,7354,12992
12372,13940,7355,12990
12373,13940,7358,12993
12374,13937,7360,13000
12375,13933,7361,12997
12376,13937,7360,13004
12377,13937,7363,13002
12378,13939,7360,13007
12379,13946,7362,13004
12380,13941,7362,13001
12381,13940,7366,12998
12382,13942,7371,13003
12383,13950,7372,13007
12384,13945,7378,13014
12385,13949,7383,13020
12386,13948,7379,13022
12387,13945,7383,13029
12388,13942,7389,13030
12389,13941,7389,13033
12390,13945,7391,13035
12391,13951,7395,13040
12392,13958,7398,13038
12393,13952,7399,13044
12394,13950,7395,13049
12395,13949,7397,13054
12396,13957,7393,13061
12397,13964,7393,13056
12398,13962,7395,13062
12399,13967,7397,13060
12400,13969,7401,13062
12401,13966,7404,13058
12402,13964,7409,13063
12403,13965,7405,13066
12404,13963,7411,13067
12405,13965,7408,13074
12406,13963,7408,13081
12407,13957,7403,13084
12408,13954,7408,13086
12409,13961,7404,13081
12410,13956,7406,13088
12411,13954,7405,13084
12412,13958,7403,13085
12413,13957,7399,13088
12414,13962,7396,13091
12415,13957,7391,13092
12416,13957,7396,13088
12417,13964,7395,13085
12418,13963,7397,13087
12419,13960,7397,13083
12420,13954,7397,13079
12421,13952,7399,13076
12422,13959,7394,13073
12423,13958,7389,13070
12424,13966,7388,13065
12425,13968,7391,13070
12426,13974,7388,13072
12427,13979,7391,13068
12428,13984,7390,13065
12429,13982,7391,13064
12430,13987,7393,13060
12431,13995,7388,13062
12432,13998,7385,13059
12433,14006,7391,13057
12434,14004,7389,13053
12435,14003,7384,13056
12436,13999,7388,13060
12437,13994,7388,13059
12438,13997,7387,13056
12439,14004,7391,13061
12440,14006,7396,13063
12441,14008,7397,13062
12442,14010,7401,13063
12443,14008,7398,13067
12444,14013,7400,13063
12445,14021,7396,13059
12446,14015,7392,13057
12447,14016,7396,13056
12448,14024,7399,13058
12449,14026,7396,13065
12450,14029,7397,13066
12451,14023,7398,13069
12452,14030,7393,13072
12453,14038,7399,13072
12454,14032,7394,13071
12455,14033,7399,13078
12456,14033,7405,13076
12457,14040,7405,13078
12458,14035,7401,13080
12459,14034,7407,13075
12460,14041,7407,13071
12461,14040,7411,13066
12462,14046,7415,13063
12463,14040,7412,13068
12464,14034,7417,13070
12465,14032,7422,13076
12466,14028,7426,13080
12467,14033,7428,13077
12468,14028,7424,13074
12469,14027,7430,13072
12470,14035,7428,13067
12471,14033,7426,13066
12472,14039,7432,13069
12473,14043,7429,13072
12474,14041,7433,13067
12475,14036,7431,13062
12476,14041,7428,13061
12477,14035,7433,13065
12478,14033,7434,13067
12479,14040,7434,13062
12480,14037,7439,13058
12481,14040,7436,13054
12482,14038,7437,13061
12483,14032,7433,13065
12484,14039,7435,13065
12485,14034,7440,13060
12486,14029,7437,13066
12487,14026,7437,13063
12488,14026,7443,13065
12489,14026,7438,13070
12490,14032,7441,13073
12491,14028,7447,13068
12492,14032,7451,13067
12493,14032,7447,13063
12494,14030,7446,13062
12495,14027,7441,13069
12496,14035,7442,13064
12497,14041,7441,13064
12498,14037,7445,13061
12499,14035,7450,13056
12500,14029,7445,13056
12501,14026,7441,13052
12502,14021,7436,13059
12503,14022,7433,13063
12504,14019,7428,13065
12505,14020,7431,13068
12506,14016,7436,13072
12507,14023,7437,13068
12508,14027,7435,13073
12509,14034,7437,13072
12510,14031,7442,13078
12511,14031,7444,13077
12512,14039,7449,13084
12513,14046,7445,13084
12514,14045,7442,13090
12515,14045,7448,13089
12516,14053,7444,13096
12517,14049,7444,13091
12518,14053,7440,13086
12519,14051,7443,13093
12520,14054,7444,13091
12521,14050,7448,13098
12522,14056,7448,13093
12523,14061,7446,13092
12524,14065,7442,13089
12525,14062,7443,13086
12526,14064,7447,13092
12527,14071,7444,13092
12528,14078,7446,13094
12529,14072,7449,13101
12530,14078,7450,13102
12531,14080,7446,13104
12532,14074,7447,13099
12533,14081,7443,13095
12534,14086,7447,13100
12535,14087,7444,13100
12536,14093,7440,13095
12537,14097,7435,13098
12538,14104,7441,13093
12539,14098,7446,13089
12540,14106,7442,13092
12541,14106,7440,13088
12542,14103,7444,13086
12543,14107,7449,13081
12544,14112,7445,13083
12545,14120,7448,13090
12546,14117,7446,13085
12547,14114,7449,13082
12548,14121,7451,13088
12549,14129,7453,13088
12550,14123,7459,13093
12551,14125,7454,13089
12552,14131,7454,13089
12553,14130,7455,13095
12554,14138,7458,13102
12555,14136,7462,13099
12556,14144,7458,13105
12557,14147,7459,13109
12558,14145,7455,13109
12559,14148,7452,13110
12560,14152,7447,13107
12561,14146,7447,13104
12562,14149,7453,13105
12563,14147,7450,13101
12564,14146,7453,13098
12565,14154,7457,13096
12566,14151,7459,13095
